TDI Format 1.5	Offset	Absorption::R	Absorption::Theta	Absorption::X	Absorption::Y	iterator	multi[0]:iterator	multi[0]:y	multi[1]:iterator	multi[1]:y	multi[1]:Gate Readback std	multi[1]:Gate Readback
 	0E+0	9.272361932E-7	-1.73046E+2	-9.693825858E-7	-1.264411577E-7	1.5024E+4	9E+0	7E+9	6.1E+1	-2.470005999E-1	1.058675513E-2	3.32379222E+0
 	0E+0	7.586477945E-7	1.6938E+2	-7.586477945E-7	1.264411577E-7	1.5025E+4	9E+0	7E+9	6.2E+1	-2.467006599E-1	1.087871022E-2	3.324064301E+0
 	0E+0	3.371767975E-7	1.45302E+2	-3.371767975E-7	2.107362056E-7	1.5026E+4	9E+0	7E+9	6.3E+1	-2.464007199E-1	1.096334239E-2	3.324374324E+0
 	0E+0	2.107362056E-7	9.6342E+1	-4.214709969E-8	2.107362056E-7	1.5027E+4	9E+0	7E+9	6.4E+1	-2.461007798E-1	1.078471733E-2	3.324493988E+0
 	0E+0	5.057651963E-7	1.67196E+2	-5.479115889E-7	8.429434081E-8	1.5028E+4	9E+0	7E+9	6.5E+1	-2.458008398E-1	1.093250629E-2	3.323976418E+0
 	0E+0	6.322057883E-7	1.61568E+2	-6.743550093E-7	2.107362056E-7	1.5029E+4	9E+0	7E+9	6.6E+1	-2.455008998E-1	1.09426884E-2	3.32432341E+0
 	0E+0	5.900579815E-7	1.47528E+2	-5.479115889E-7	2.950289907E-7	1.503E+4	9E+0	7E+9	6.7E+1	-2.452009598E-1	1.067080859E-2	3.323825622E+0
 	0E+0	4.636173895E-7	1.8E+2	-5.057651963E-7	0E+0	1.5031E+4	9E+0	7E+9	6.8E+1	-2.449010198E-1	1.096061337E-2	3.324073057E+0
 	0E+0	8.429434081E-8	1.4631E+2	-8.429434081E-8	4.214709969E-8	1.5032E+4	9E+0	7E+9	6.9E+1	-2.446010798E-1	1.077856992E-2	3.323980309E+0
 	0E+0	2.950289907E-7	1.02996E+2	-8.429434081E-8	2.950289907E-7	1.5033E+4	9E+0	7E+9	7E+1	-2.443011398E-1	1.083752074E-2	3.324318221E+0
 	0E+0	8.429434081E-8	1.11804E+2	-8.429434081E-8	8.429434081E-8	1.5034E+4	9E+0	7E+9	7.1E+1	-2.440011998E-1	1.088620119E-2	3.324095108E+0
 	0E+0	1.685883988E-7	1.4034E+1	1.685883988E-7	4.214709969E-8	1.5035E+4	9E+0	7E+9	7.2E+1	-2.437012597E-1	1.090461693E-2	3.324284819E+0
 	0E+0	1.264411577E-7	-1.20966E+2	-8.429434081E-8	-1.264411577E-7	1.5036E+4	9E+0	7E+9	7.3E+1	-2.434013197E-1	1.081862899E-2	3.324226771E+0
 	0E+0	3.793246043E-7	1.1502E+2	-1.685883988E-7	3.371767975E-7	1.5037E+4	9E+0	7E+9	7.4E+1	-2.431013797E-1	1.088611707E-2	3.324319843E+0
 	0E+0	5.057651963E-7	1.05252E+2	-1.685883988E-7	5.057651963E-7	1.5038E+4	9E+0	7E+9	7.5E+1	-2.428014397E-1	1.072066725E-2	3.324101919E+0
 	0E+0	4.636173895E-7	1.35E+2	-3.793246043E-7	3.371767975E-7	1.5039E+4	9E+0	7E+9	7.6E+1	-2.425014997E-1	1.068552178E-2	3.324011117E+0
 	0E+0	8.429419939E-7	1.2816E+2	-5.479115889E-7	6.322057883E-7	1.504E+4	9E+0	7E+9	7.7E+1	-2.422015597E-1	1.0946618E-2	3.324066895E+0
 	0E+0	7.165014019E-7	1.24698E+2	-4.636173895E-7	5.900579815E-7	1.5041E+4	9E+0	7E+9	7.8E+1	-2.419016197E-1	1.073464644E-2	3.323859997E+0
 	0E+0	6.743550093E-7	1.16562E+2	-3.371767975E-7	5.900579815E-7	1.5042E+4	9E+0	7E+9	7.9E+1	-2.416016797E-1	1.08696647E-2	3.324287738E+0
 	0E+0	9.272361932E-7	1.39086E+2	-7.165014019E-7	5.900579815E-7	1.5043E+4	9E+0	7E+9	8E+1	-2.413017397E-1	1.06328977E-2	3.32426601E+0
 	0E+0	9.693825858E-7	1.48572E+2	-8.850883864E-7	5.057651963E-7	1.5044E+4	9E+0	7E+9	8.1E+1	-2.410017996E-1	1.073438328E-2	3.324326004E+0
 	0E+0	5.479115889E-7	1.39896E+2	-4.636173895E-7	3.371767975E-7	1.5045E+4	9E+0	7E+9	8.2E+1	-2.407018596E-1	1.082719651E-2	3.324236175E+0
 	0E+0	2.528825982E-7	9E+1	0E+0	2.528825982E-7	1.5046E+4	9E+0	7E+9	8.3E+1	-2.404019196E-1	1.080083932E-2	3.324295845E+0
 	0E+0	5.479115889E-7	1.46976E+2	-5.057651963E-7	2.950289907E-7	1.5047E+4	9E+0	7E+9	8.4E+1	-2.401019796E-1	1.079045435E-2	3.324448587E+0
 	0E+0	5.057651963E-7	1.62348E+2	-5.479115889E-7	1.264411577E-7	1.5048E+4	9E+0	7E+9	8.5E+1	-2.398020396E-1	1.091105485E-2	3.324242337E+0
 	0E+0	3.371767975E-7	1.48392E+2	-3.371767975E-7	1.685883988E-7	1.5049E+4	9E+0	7E+9	8.6E+1	-2.395020996E-1	1.066282822E-2	3.324109702E+0
 	0E+0	4.636173895E-7	1.15344E+2	-2.528825982E-7	4.214709969E-7	1.505E+4	9E+0	7E+9	8.7E+1	-2.392021596E-1	1.090884173E-2	3.324122025E+0
 	0E+0	6.743550093E-7	1.1217E+2	-2.950289907E-7	6.322057883E-7	1.5051E+4	9E+0	7E+9	8.8E+1	-2.389022196E-1	1.096283692E-2	3.324629866E+0
 	0E+0	5.900579815E-7	1.41342E+2	-5.057651963E-7	3.371767975E-7	1.5052E+4	9E+0	7E+9	8.9E+1	-2.386022795E-1	1.073857378E-2	3.323385233E+0
 	0E+0	7.165014019E-7	1.66866E+2	-7.165014019E-7	1.264411577E-7	1.5053E+4	9E+0	7E+9	9E+1	-2.383023395E-1	1.064942148E-2	3.32381946E+0
 	0E+0	1.13796957E-6	1.75428E+2	-1.180117377E-6	8.429434081E-8	1.5054E+4	9E+0	7E+9	9.1E+1	-2.380023995E-1	1.070741701E-2	3.324121376E+0
 	0E+0	1.095823178E-6	-1.78806E+2	-1.13796957E-6	-4.214709969E-8	1.5055E+4	9E+0	7E+9	9.2E+1	-2.377024595E-1	1.04820169E-2	3.324074354E+0
 	0E+0	5.900579815E-7	-1.64358E+2	-5.900579815E-7	-1.685883988E-7	1.5056E+4	9E+0	7E+9	9.3E+1	-2.374025195E-1	1.07851697E-2	3.324117485E+0
 	0E+0	2.528825982E-7	-9.5196E+1	-4.214709969E-8	-2.950289907E-7	1.5057E+4	9E+0	7E+9	9.4E+1	-2.371025795E-1	1.08335864E-2	3.324318546E+0
 	0E+0	2.528825982E-7	-1.31634E+2	-2.107362056E-7	-2.528825982E-7	1.5058E+4	9E+0	7E+9	9.5E+1	-2.368026395E-1	1.079642809E-2	3.324220609E+0
 	0E+0	1.685883988E-7	1.29804E+2	-1.264411577E-7	1.264411577E-7	1.5059E+4	9E+0	7E+9	9.6E+1	-2.365026995E-1	1.058108952E-2	3.32423877E+0
 	0E+0	2.107362056E-7	1.4313E+2	-2.107362056E-7	1.264411577E-7	1.506E+4	9E+0	7E+9	9.7E+1	-2.362027594E-1	1.05307846E-2	3.3238587E+0
 	0E+0	5.057651963E-7	1.69692E+2	-5.479115889E-7	8.429434081E-8	1.5061E+4	9E+0	7E+9	9.8E+1	-2.359028194E-1	1.117867113E-2	3.324364919E+0
 	0E+0	4.214709969E-7	-1.68114E+2	-4.636173895E-7	-1.264411577E-7	1.5062E+4	9E+0	7E+9	9.9E+1	-2.356028794E-1	1.098318881E-2	3.324278982E+0
 	0E+0	3.371767975E-7	1.61568E+2	-3.793246043E-7	8.429434081E-8	1.5063E+4	9E+0	7E+9	1E+2	-2.353029394E-1	1.098096932E-2	3.324656782E+0
 	0E+0	6.322057883E-7	1.41006E+2	-5.057651963E-7	3.793246043E-7	1.5064E+4	9E+0	7E+9	1.01E+2	-2.350029994E-1	1.072776825E-2	3.324526092E+0
 	0E+0	2.528825982E-7	1.2369E+2	-1.685883988E-7	2.107362056E-7	1.5065E+4	9E+0	7E+9	1.02E+2	-2.347030594E-1	1.121611313E-2	3.323729956E+0
 	0E+0	1.685883988E-7	-2.9748E+1	1.264411577E-7	-1.264411577E-7	1.5066E+4	9E+0	7E+9	1.03E+2	-2.344031194E-1	1.035355501E-2	3.323595699E+0
 	0E+0	2.107362056E-7	-7.3302E+1	4.214709969E-8	-2.528825982E-7	1.5067E+4	9E+0	7E+9	1.04E+2	-2.341031794E-1	1.056145928E-2	3.323679042E+0
 	0E+0	4.214709969E-7	1.37292E+2	-3.371767975E-7	2.528825982E-7	1.5068E+4	9E+0	7E+9	1.05E+2	-2.338032394E-1	1.165607269E-2	3.325479511E+0
 	0E+0	5.057651963E-7	1.16562E+2	-2.528825982E-7	4.636173895E-7	1.5069E+4	9E+0	7E+9	1.06E+2	-2.335032993E-1	1.036783317E-2	3.324310438E+0
 	0E+0	5.057651963E-7	9E+1	0E+0	5.057651963E-7	1.507E+4	9E+0	7E+9	1.07E+2	-2.332033593E-1	1.194176529E-2	3.325984109E+0
 	0E+0	5.057651963E-7	1.35E+2	-3.793246043E-7	3.371767975E-7	1.5071E+4	9E+0	7E+9	1.08E+2	-2.329034193E-1	1.105491839E-2	3.324732991E+0
 	0E+0	5.479115889E-7	1.5444E+2	-5.479115889E-7	2.528825982E-7	1.5072E+4	9E+0	7E+9	1.09E+2	-2.326034793E-1	1.03401087E-2	3.324619813E+0
 	0E+0	6.743550093E-7	1.51698E+2	-6.322057883E-7	2.950289907E-7	1.5073E+4	9E+0	7E+9	1.1E+2	-2.323035393E-1	1.088625305E-2	3.324547496E+0
 	0E+0	7.586477945E-7	1.73088E+2	-8.007956013E-7	8.429434081E-8	1.5074E+4	9E+0	7E+9	1.11E+2	-2.320035993E-1	1.060923226E-2	3.324032196E+0
 	0E+0	7.165014019E-7	-1.50252E+2	-6.743550093E-7	-3.793246043E-7	1.5075E+4	9E+0	7E+9	1.12E+2	-2.317036593E-1	1.046215339E-2	3.324592572E+0
 	0E+0	7.165014019E-7	-1.32396E+2	-5.057651963E-7	-5.479115889E-7	1.5076E+4	9E+0	7E+9	1.13E+2	-2.314037193E-1	1.043548155E-2	3.32439443E+0
 	0E+0	8.429419939E-7	-1.62552E+2	-8.429419939E-7	-2.950289907E-7	1.5077E+4	9E+0	7E+9	1.14E+2	-2.311037792E-1	1.081263725E-2	3.324664565E+0
 	0E+0	1.685883988E-7	1.50252E+2	-1.685883988E-7	8.429434081E-8	1.5078E+4	9E+0	7E+9	1.15E+2	-2.308038392E-1	1.061238775E-2	3.32433703E+0
 	0E+0	8.429419939E-7	7.4052E+1	2.107362056E-7	8.007956013E-7	1.5079E+4	9E+0	7E+9	1.16E+2	-2.305038992E-1	1.068987472E-2	3.324450857E+0
 	0E+0	8.007956013E-7	1.173E+2	-3.793246043E-7	7.165014019E-7	1.508E+4	9E+0	7E+9	1.17E+2	-2.302039592E-1	1.063631027E-2	3.324380161E+0
 	0E+0	6.322057883E-7	1.7157E+2	-6.743550093E-7	8.429434081E-8	1.5081E+4	9E+0	7E+9	1.18E+2	-2.299040192E-1	1.071879987E-2	3.324386323E+0
 	0E+0	3.371767975E-7	1.32276E+2	-2.528825982E-7	2.528825982E-7	1.5082E+4	9E+0	7E+9	1.19E+2	-2.296040792E-1	1.054242848E-2	3.324432372E+0
 	0E+0	5.479115889E-7	7.3074E+1	1.264411577E-7	5.057651963E-7	1.5083E+4	9E+0	7E+9	1.2E+2	-2.293041392E-1	1.07011672E-2	3.324520904E+0
 	0E+0	4.214709969E-7	1.0944E+2	-1.685883988E-7	3.793246043E-7	1.5084E+4	9E+0	7E+9	1.21E+2	-2.290041992E-1	1.077790194E-2	3.324555603E+0
 	0E+0	5.057651963E-7	1.49934E+2	-4.636173895E-7	2.528825982E-7	1.5085E+4	9E+0	7E+9	1.22E+2	-2.287042591E-1	1.086378074E-2	3.324530633E+0
 	0E+0	7.586477945E-7	1.44864E+2	-6.743550093E-7	4.214709969E-7	1.5086E+4	9E+0	7E+9	1.23E+2	-2.284043191E-1	1.090976579E-2	3.324615273E+0
 	0E+0	8.007956013E-7	1.42122E+2	-6.743550093E-7	4.636173895E-7	1.5087E+4	9E+0	7E+9	1.24E+2	-2.281043791E-1	1.077834236E-2	3.324907135E+0
 	0E+0	5.057651963E-7	1.49034E+2	-5.057651963E-7	2.528825982E-7	1.5088E+4	9E+0	7E+9	1.25E+2	-2.278044391E-1	1.075801943E-2	3.324661971E+0
 	0E+0	3.371767975E-7	1.04934E+2	-1.264411577E-7	3.371767975E-7	1.5089E+4	9E+0	7E+9	1.26E+2	-2.275044991E-1	1.078381076E-2	3.324691157E+0
 	0E+0	2.950289907E-7	4.5E+1	2.107362056E-7	2.107362056E-7	1.509E+4	9E+0	7E+9	1.27E+2	-2.272045591E-1	1.066014379E-2	3.324812767E+0
 	0E+0	2.528825982E-7	-7.002E+1	8.429434081E-8	-2.950289907E-7	1.5091E+4	9E+0	7E+9	1.28E+2	-2.269046191E-1	1.061725398E-2	3.324894812E+0
 	0E+0	3.793246043E-7	-7.6758E+1	8.429434081E-8	-4.214709969E-7	1.5092E+4	9E+0	7E+9	1.29E+2	-2.266046791E-1	1.082181933E-2	3.324854924E+0
 	0E+0	4.214709969E-7	-9.6342E+1	-8.429434081E-8	-4.636173895E-7	1.5093E+4	9E+0	7E+9	1.3E+2	-2.263047391E-1	1.0813696E-2	3.32477904E+0
 	0E+0	5.479115889E-7	-1.1556E+2	-2.950289907E-7	-5.479115889E-7	1.5094E+4	9E+0	7E+9	1.31E+2	-2.26004799E-1	1.081681322E-2	3.324910054E+0
 	0E+0	4.636173895E-7	1.6071E+2	-5.057651963E-7	1.264411577E-7	1.5095E+4	9E+0	7E+9	1.32E+2	-2.25704859E-1	1.077649256E-2	3.32482963E+0
 	0E+0	7.165014019E-7	1.43844E+2	-6.322057883E-7	4.214709969E-7	1.5096E+4	9E+0	7E+9	1.33E+2	-2.25404919E-1	1.083148498E-2	3.324629866E+0
 	0E+0	8.007956013E-7	1.26528E+2	-5.057651963E-7	6.322057883E-7	1.5097E+4	9E+0	7E+9	1.34E+2	-2.25104979E-1	1.061410785E-2	3.324686293E+0
 	0E+0	2.950289907E-7	1.29288E+2	-2.528825982E-7	2.528825982E-7	1.5098E+4	9E+0	7E+9	1.35E+2	-2.24805039E-1	1.060563945E-2	3.324687914E+0
 	0E+0	5.479115889E-7	1.17642E+2	-2.950289907E-7	4.636173895E-7	1.5099E+4	9E+0	7E+9	1.36E+2	-2.24505099E-1	1.076743354E-2	3.324924972E+0
 	0E+0	5.479115889E-7	1.26384E+2	-3.371767975E-7	4.214709969E-7	1.51E+4	9E+0	7E+9	1.37E+2	-2.24205159E-1	1.064880661E-2	3.32468532E+0
 	0E+0	5.900579815E-7	1.28658E+2	-3.793246043E-7	4.636173895E-7	1.5101E+4	9E+0	7E+9	1.38E+2	-2.23905219E-1	1.067689329E-2	3.324746935E+0
 	0E+0	8.429419939E-7	1.28418E+2	-5.479115889E-7	6.743550093E-7	1.5102E+4	9E+0	7E+9	1.39E+2	-2.236052789E-1	1.07141815E-2	3.324999883E+0
 	0E+0	4.214709969E-7	1.37118E+2	-3.371767975E-7	2.950289907E-7	1.5103E+4	9E+0	7E+9	1.4E+2	-2.233053389E-1	1.065671883E-2	3.324874382E+0
 	0E+0	6.322057883E-7	1.45176E+2	-5.479115889E-7	3.371767975E-7	1.5104E+4	9E+0	7E+9	1.41E+2	-2.230053989E-1	1.062702307E-2	3.32504496E+0
 	0E+0	8.007956013E-7	1.54176E+2	-7.586477945E-7	3.371767975E-7	1.5105E+4	9E+0	7E+9	1.42E+2	-2.227054589E-1	1.079187733E-2	3.32479493E+0
 	0E+0	8.850883864E-7	1.64874E+2	-8.850883864E-7	2.107362056E-7	1.5106E+4	9E+0	7E+9	1.43E+2	-2.224055189E-1	1.063995984E-2	3.324949618E+0
 	0E+0	8.850883864E-7	1.69284E+2	-8.850883864E-7	1.264411577E-7	1.5107E+4	9E+0	7E+9	1.44E+2	-2.221055789E-1	1.059385587E-2	3.324576682E+0
 	0E+0	1.053676785E-6	1.48392E+2	-9.272361932E-7	5.479115889E-7	1.5108E+4	9E+0	7E+9	1.45E+2	-2.218056389E-1	1.061903088E-2	3.32484098E+0
 	0E+0	1.306557969E-6	1.26252E+2	-8.007956013E-7	1.053676785E-6	1.5109E+4	9E+0	7E+9	1.46E+2	-2.215056989E-1	1.101664558E-2	3.325198998E+0
 	0E+0	1.011528978E-6	1.38816E+2	-7.586477945E-7	6.322057883E-7	1.511E+4	9E+0	7E+9	1.47E+2	-2.212057588E-1	1.073019183E-2	3.324913297E+0
 	0E+0	7.165014019E-7	1.55094E+2	-6.743550093E-7	2.950289907E-7	1.5111E+4	9E+0	7E+9	1.48E+2	-2.209058188E-1	1.079207716E-2	3.324734288E+0
 	0E+0	5.479115889E-7	1.48242E+2	-5.057651963E-7	2.950289907E-7	1.5112E+4	9E+0	7E+9	1.49E+2	-2.206058788E-1	1.036240759E-2	3.324658404E+0
 	0E+0	5.057651963E-7	1.64052E+2	-5.057651963E-7	1.264411577E-7	1.5113E+4	9E+0	7E+9	1.5E+2	-2.203059388E-1	1.066928157E-2	3.324454424E+0
 	0E+0	5.900579815E-7	1.55376E+2	-5.900579815E-7	2.528825982E-7	1.5114E+4	9E+0	7E+9	1.51E+2	-2.200059988E-1	1.05473857E-2	3.324528038E+0
 	0E+0	5.057651963E-7	1.25838E+2	-3.371767975E-7	4.214709969E-7	1.5115E+4	9E+0	7E+9	1.52E+2	-2.197060588E-1	1.064444955E-2	3.324928214E+0
 	0E+0	6.743550093E-7	1.4469E+2	-5.900579815E-7	3.793246043E-7	1.5116E+4	9E+0	7E+9	1.53E+2	-2.194061188E-1	1.053495467E-2	3.3245342E+0
 	0E+0	4.214709969E-7	1.11252E+2	-1.685883988E-7	4.214709969E-7	1.5117E+4	9E+0	7E+9	1.54E+2	-2.191061788E-1	1.058760329E-2	3.324397997E+0
 	0E+0	8.429434081E-8	3.687E+1	8.429434081E-8	4.214709969E-8	1.5118E+4	9E+0	7E+9	1.55E+2	-2.188062388E-1	1.057633271E-2	3.324384053E+0
 	0E+0	1.685883988E-7	-1.40196E+2	-1.685883988E-7	-1.264411577E-7	1.5119E+4	9E+0	7E+9	1.56E+2	-2.185062987E-1	1.061297468E-2	3.324489123E+0
 	0E+0	3.793246043E-7	-1.59444E+2	-3.793246043E-7	-1.685883988E-7	1.512E+4	9E+0	7E+9	1.57E+2	-2.182063587E-1	1.06906187E-2	3.324521877E+0
 	0E+0	6.743550093E-7	-1.3101E+2	-5.057651963E-7	-5.479115889E-7	1.5121E+4	9E+0	7E+9	1.58E+2	-2.179064187E-1	1.068294191E-2	3.324668781E+0
 	0E+0	3.371767975E-7	-1.3749E+2	-2.950289907E-7	-2.950289907E-7	1.5122E+4	9E+0	7E+9	1.59E+2	-2.176064787E-1	1.061248603E-2	3.324403186E+0
 	0E+0	3.371767975E-7	1.58196E+2	-3.793246043E-7	1.264411577E-7	1.5123E+4	9E+0	7E+9	1.6E+2	-2.173065387E-1	1.058906506E-2	3.3244194E+0
 	0E+0	4.214709969E-7	1.2369E+2	-2.528825982E-7	3.371767975E-7	1.5124E+4	9E+0	7E+9	1.61E+2	-2.170065987E-1	1.067740587E-2	3.324636027E+0
 	0E+0	4.636173895E-7	1.20468E+2	-2.528825982E-7	3.793246043E-7	1.5125E+4	9E+0	7E+9	1.62E+2	-2.167066587E-1	1.060069463E-2	3.324681104E+0
 	0E+0	5.900579815E-7	1.19478E+2	-3.371767975E-7	5.057651963E-7	1.5126E+4	9E+0	7E+9	1.63E+2	-2.164067187E-1	1.05881413E-2	3.324529984E+0
 	0E+0	5.479115889E-7	1.4631E+2	-5.057651963E-7	2.950289907E-7	1.5127E+4	9E+0	7E+9	1.64E+2	-2.161067786E-1	1.064805417E-2	3.324591924E+0
 	0E+0	8.007956013E-7	1.6314E+2	-8.007956013E-7	2.107362056E-7	1.5128E+4	9E+0	7E+9	1.65E+2	-2.158068386E-1	1.06725819E-2	3.324609111E+0
 	0E+0	8.850883864E-7	1.58748E+2	-8.850883864E-7	2.950289907E-7	1.5129E+4	9E+0	7E+9	1.66E+2	-2.155068986E-1	1.063247001E-2	3.324440479E+0
 	0E+0	1.011528978E-6	1.73514E+2	-1.053676785E-6	8.429434081E-8	1.513E+4	9E+0	7E+9	1.67E+2	-2.152069586E-1	1.063392374E-2	3.324602301E+0
 	0E+0	1.011528978E-6	1.72236E+2	-1.053676785E-6	1.264411577E-7	1.5131E+4	9E+0	7E+9	1.68E+2	-2.149070186E-1	1.066725626E-2	3.324631163E+0
 	0E+0	7.586477945E-7	1.5657E+2	-7.165014019E-7	2.950289907E-7	1.5132E+4	9E+0	7E+9	1.69E+2	-2.146070786E-1	1.062211734E-2	3.324425238E+0
 	0E+0	5.479115889E-7	1.26384E+2	-3.371767975E-7	4.214709969E-7	1.5133E+4	9E+0	7E+9	1.7E+2	-2.143071386E-1	1.060362572E-2	3.324486529E+0
 	0E+0	4.636173895E-7	7.869E+1	8.429434081E-8	4.636173895E-7	1.5134E+4	9E+0	7E+9	1.71E+2	-2.140071986E-1	1.058216477E-2	3.324486205E+0
 	0E+0	1.264411577E-7	8.0538E+1	0E+0	1.264411577E-7	1.5135E+4	9E+0	7E+9	1.72E+2	-2.137072585E-1	1.06296138E-2	3.324485232E+0
 	0E+0	2.107362056E-7	7.7472E+1	4.214709969E-8	2.107362056E-7	1.5136E+4	9E+0	7E+9	1.73E+2	-2.134073185E-1	1.063093316E-2	3.324526417E+0
 	0E+0	1.685883988E-7	5.0196E+1	8.429434081E-8	1.264411577E-7	1.5137E+4	9E+0	7E+9	1.74E+2	-2.131073785E-1	1.060713769E-2	3.324509229E+0
 	0E+0	4.214709969E-8	-7.1568E+1	0E+0	-8.429434081E-8	1.5138E+4	9E+0	7E+9	1.75E+2	-2.128074385E-1	1.062260418E-2	3.324544253E+0
 	0E+0	1.264411577E-7	1.8432E+1	1.264411577E-7	4.214709969E-8	1.5139E+4	9E+0	7E+9	1.76E+2	-2.125074985E-1	1.055991006E-2	3.324352921E+0
 	0E+0	0E+0	4.5E+1	0E+0	0E+0	1.514E+4	9E+0	7E+9	1.77E+2	-2.122075585E-1	1.052804699E-2	3.32419045E+0
 	0E+0	3.371767975E-7	1.65066E+2	-3.793246043E-7	8.429434081E-8	1.5141E+4	9E+0	7E+9	1.78E+2	-2.119076185E-1	1.062255178E-2	3.324402862E+0
 	0E+0	6.322057883E-7	1.02996E+2	-1.685883988E-7	5.900579815E-7	1.5142E+4	9E+0	7E+9	1.79E+2	-2.116076785E-1	1.05696432E-2	3.324318546E+0
 	0E+0	8.429419939E-7	1.04034E+2	-2.528825982E-7	8.429419939E-7	1.5143E+4	9E+0	7E+9	1.8E+2	-2.113077385E-1	1.073536475E-2	3.324573763E+0
 	0E+0	5.057651963E-7	1.16562E+2	-2.528825982E-7	4.636173895E-7	1.5144E+4	9E+0	7E+9	1.81E+2	-2.110077984E-1	1.062347224E-2	3.324297142E+0
 	0E+0	2.950289907E-7	9.8748E+1	-8.429434081E-8	2.950289907E-7	1.5145E+4	9E+0	7E+9	1.82E+2	-2.107078584E-1	1.066787018E-2	3.324271523E+0
 	0E+0	1.264411577E-7	9.813E+1	-4.214709969E-8	1.264411577E-7	1.5146E+4	9E+0	7E+9	1.83E+2	-2.104079184E-1	1.050867828E-2	3.3244768E+0
 	0E+0	2.107362056E-7	-1.8432E+1	2.107362056E-7	-8.429434081E-8	1.5147E+4	9E+0	7E+9	1.84E+2	-2.101079784E-1	1.051307534E-2	3.323953393E+0
 	0E+0	4.636173895E-7	-8.7138E+1	0E+0	-5.057651963E-7	1.5148E+4	9E+0	7E+9	1.85E+2	-2.098080384E-1	1.078939397E-2	3.324432048E+0
 	0E+0	2.950289907E-7	-5.0712E+1	2.107362056E-7	-2.950289907E-7	1.5149E+4	9E+0	7E+9	1.86E+2	-2.095080984E-1	1.05737544E-2	3.324358434E+0
 	0E+0	2.950289907E-7	9.4398E+1	-4.214709969E-8	2.950289907E-7	1.515E+4	9E+0	7E+9	1.87E+2	-2.092081584E-1	1.059131606E-2	3.324518958E+0
 	0E+0	4.214709969E-7	9.3012E+1	-4.214709969E-8	4.214709969E-7	1.5151E+4	9E+0	7E+9	1.88E+2	-2.089082184E-1	1.063198105E-2	3.32456144E+0
 	0E+0	5.057651963E-7	1.05252E+2	-1.685883988E-7	5.057651963E-7	1.5152E+4	9E+0	7E+9	1.89E+2	-2.086082783E-1	1.037031672E-2	3.324035763E+0
 	0E+0	1.264411577E-7	1.70538E+2	-1.685883988E-7	0E+0	1.5153E+4	9E+0	7E+9	1.9E+2	-2.083083383E-1	1.031732406E-2	3.324074354E+0
 	0E+0	3.371767975E-7	-6.1698E+1	1.264411577E-7	-3.371767975E-7	1.5154E+4	9E+0	7E+9	1.91E+2	-2.080083983E-1	1.040944141E-2	3.324189802E+0
 	0E+0	2.950289907E-7	-4.1988E+1	2.107362056E-7	-2.528825982E-7	1.5155E+4	9E+0	7E+9	1.92E+2	-2.077084583E-1	1.056517381E-2	3.324232608E+0
 	0E+0	0E+0	1.35E+2	-4.214709969E-8	0E+0	1.5156E+4	9E+0	7E+9	1.93E+2	-2.074085183E-1	1.042028787E-2	3.324377567E+0
 	0E+0	1.264411577E-7	-8.187E+1	0E+0	-1.685883988E-7	1.5157E+4	9E+0	7E+9	1.94E+2	-2.071085783E-1	1.045743202E-2	3.324431075E+0
 	0E+0	4.214709969E-8	1.16562E+2	-4.214709969E-8	4.214709969E-8	1.5158E+4	9E+0	7E+9	1.95E+2	-2.068086383E-1	1.054213965E-2	3.324581222E+0
 	0E+0	3.371767975E-7	-1.61568E+2	-3.793246043E-7	-1.264411577E-7	1.5159E+4	9E+0	7E+9	1.96E+2	-2.065086983E-1	1.068997496E-2	3.324733964E+0
 	0E+0	5.479115889E-7	-1.77612E+2	-5.900579815E-7	-4.214709969E-8	1.516E+4	9E+0	7E+9	1.97E+2	-2.062087582E-1	1.055355909E-2	3.324808226E+0
 	0E+0	4.214709969E-7	-1.64478E+2	-4.636173895E-7	-1.264411577E-7	1.5161E+4	9E+0	7E+9	1.98E+2	-2.059088182E-1	1.057766678E-2	3.324840656E+0
 	0E+0	6.743550093E-7	-1.50018E+2	-6.322057883E-7	-3.793246043E-7	1.5162E+4	9E+0	7E+9	1.99E+2	-2.056088782E-1	1.041888525E-2	3.324921729E+0
 	0E+0	6.322057883E-7	-1.54356E+2	-5.900579815E-7	-2.950289907E-7	1.5163E+4	9E+0	7E+9	2E+2	-2.053089382E-1	1.063072751E-2	3.325167218E+0
 	0E+0	6.743550093E-7	1.78092E+2	-7.165014019E-7	0E+0	1.5164E+4	9E+0	7E+9	2.01E+2	-2.050089982E-1	1.055536768E-2	3.325142247E+0
 	0E+0	6.743550093E-7	1.66428E+2	-7.165014019E-7	1.264411577E-7	1.5165E+4	9E+0	7E+9	2.02E+2	-2.047090582E-1	1.062851883E-2	3.325095549E+0
 	0E+0	4.636173895E-7	1.19052E+2	-2.528825982E-7	4.214709969E-7	1.5166E+4	9E+0	7E+9	2.03E+2	-2.044091182E-1	1.057337908E-2	3.325251858E+0
 	0E+0	2.107362056E-7	1.25538E+2	-1.264411577E-7	1.264411577E-7	1.5167E+4	9E+0	7E+9	2.04E+2	-2.041091782E-1	1.064547462E-2	3.325220401E+0
 	0E+0	8.007956013E-7	-8.5098E+1	4.214709969E-8	-8.429419939E-7	1.5168E+4	9E+0	7E+9	2.05E+2	-2.038092382E-1	1.053308963E-2	3.325194134E+0
